kwartał,waluta,Przychody netto ze sprzedaży (tys.),Zysk (strata) z działal. oper. (tys.),Zysk (strata) brutto (tys.),Zysk (strata) netto (tys.)*,Amortyzacja (tys.) ,EBITDA (tys.),Aktywa (tys.),Kapitał własny (tys.)*,Liczba akcji (tys. szt.),Zysk na akcję (zł),Wartość księgowa na akcję (zł),Raport zbadany przez audytora 
II Q 2022,PLN,21614,51,738,645,367,418,147498,134631,"17550,200","0,037","7,671",N
III Q 2022,PLN,20779,4338,5086,4112,353,4691,148081,138742,"17550,200","0,234","7,905",N
IV Q 2022,PLN,15095,49,-1498,-1280,589,638,117948,97303,"17550,200","-0,073","5,544",N
I Q 2023,PLN,16283,2114,1708,1192,397,2511,113238,92323,"17550,200","0,068","5,261",N
II Q 2021,PLN,22464,4057,2603,2107,316,4373,136164,121040,"17550,200","0,120","6,897",N
III Q 2021,PLN,25693,6589,6873,5560,317,6906,134737,126600,"17550,200","0,317","7,214",N
IV Q 2021,PLN,25139,4689,4739,3754,313,5002,143541,130354,"17550,200","0,214","7,427",N
I Q 2022,PLN,18389,4399,4574,3632,334,4733,149933,133985,"17550,200","0,207","7,634",N
II Q 2020,PLN,20710,2554,1706,1333,338,2892,123115,109984,"17550,200","0,076","6,267",N
III Q 2020,PLN,26540,5598,5966,4779,329,5927,124258,114764,"17550,200","0,272","6,539",N
IV Q 2020,PLN,19107,1819,1944,1634,328,2147,125701,116398,"17550,200","0,093","6,632",N
I Q 2021,PLN,16999,3129,3042,2535,328,3457,133928,118933,"17550,200","0,144","6,777",N
II Q 2019,PLN,19166,2656,2732,2179,334,2990,112046,100524,"17550,200","0,124","5,728",N
III Q 2019,PLN,24481,4735,5096,4193,335,5070,113696,104717,"17550,200","0,239","5,967",N
IV Q 2019,PLN,14552,-255,-638,-561,331,76,112271,104156,"17550,200","-0,032","5,935",N
I Q 2020,PLN,16197,3887,5569,4495,331,4218,119263,108652,"17550,200","0,256","6,191",N
II Q 2018,PLN,24041,3554,4211,3380,212,3766,110473,90973,"17550,200","0,193","5,184",N
III Q 2018,PLN,28484,6215,5956,4822,218,6433,112490,95795,"17550,200","0,275","5,458",N
IV Q 2018,PLN,18131,1278,1513,1227,210,1488,109192,96293,"17550,200","0,070","5,487",N
I Q 2019,PLN,16945,2661,2532,2052,347,3008,114053,98345,"17550,200","0,117","5,604",N
II Q 2017,PLN,20440,2943,2697,2200,223,3166,103112,83137,"17550,200","0,125","4,737",N
III Q 2017,PLN,25777,5368,5381,4325,221,5589,101860,87462,"17550,200","0,246","4,984",N
IV Q 2017,PLN,13564,-64,-446,-371,203,139,94323,87091,"17550,200","-0,021","4,962",N
I Q 2018,PLN,13056,1136,1708,1380,185,1321,99639,88471,"17550,200","0,079","5,041",N
II Q 2016,PLN,19940,3081,3557,2861,260,3341,105317,84337,"17550,200","0,163","4,805",N
III Q 2016,PLN,21874,3612,3315,2666,0,3612,99425,85407,"17550,200","0,152","4,866",N
IV Q 2016,PLN,16239,834,846,731,510,1344,93172,86138,"17550,200","0,042","4,908",N
I Q 2017,PLN,12778,516,130,64,207,723,96435,86202,"17550,200","0,004","4,912",N
II Q 2015,PLN,21307,2537,2630,1896,255,2792,104664,87921,"17550,200","0,108","5,010",N
III Q 2015,PLN,30666,5398,5799,4895,170,5568,106029,89377,"17550,200","0,279","5,093",N
IV Q 2015,PLN,17274,-423,-296,-468,261,-162,92161,82688,"17550,200","-0,027","4,712",N
I Q 2016,PLN,13926,1386,1316,1054,237,1623,95126,85267,"17550,200","0,060","4,858",N
II Q 2014,PLN,22493,2461,2470,2036,54,2515,101784,81764,"17550,200","0,116","4,659",N
III Q 2014,PLN,25686,3783,4043,3262,398,4181,99674,85026,"17550,200","0,186","4,845",N
IV Q 2014,PLN,17145,183,417,73,142,325,97033,85099,"17550,200","0,004","4,849",N
I Q 2015,PLN,15073,1108,1074,848,226,1334,97034,80342,"17550,200","0,048","4,578",N
II Q 2013,PLN,27754,4131,4573,3865,89,4220,109043,77485,"17500,200","0,221","4,428",N
III Q 2013,PLN,35533,5915,5593,4515,225,6140,104639,81982,"17500,200","0,258","4,685",N
IV Q 2013,PLN,22510,2297,1823,1455,231,2528,94948,83486,"17550,200","0,083","4,757",N
I Q 2014,PLN,15831,1638,1888,1507,226,1864,95221,84993,"17550,200","0,086","4,843",N
II Q 2012,PLN,27441,4372,4766,3718,288,4660,93848,69909,"17400,200","0,214","4,018",N
III Q 2012,PLN,35310,5517,5566,4570,399,5916,96127,74570,"17400,200","0,263","4,286",N
IV Q 2012,PLN,23404,3132,1977,1482,226,3358,90280,76186,"17500,200","0,085","4,353",N
I Q 2013,PLN,14995,789,1439,1027,202,991,91731,77244,"17500,200","0,059","4,414",N
II Q 2011,PLN,24201,4212,3705,2859,176,4388,79408,58862,"17400,200","0,164","3,383",N
