kwartał,waluta,Przychody netto ze sprzedaży (tys.),Zysk (strata) z działal. oper. (tys.),Zysk (strata) brutto (tys.),Zysk (strata) netto (tys.)*,Amortyzacja (tys.) ,EBITDA (tys.),Aktywa (tys.),Kapitał własny (tys.)*,Liczba akcji (tys. szt.),Zysk na akcję (zł),Wartość księgowa na akcję (zł),Raport zbadany przez audytora 
I Q 2023,EUR,19279,-1569,-4173,-4130,1952,383,269485,71840,"61238,521","-0,067","1,173",N
II Q 2023,EUR,20951,100,-2799,-3281,2420,2520,277489,72383,"61238,521","-0,054","1,182",N
III Q 2023,EUR,19225,-1046,-3981,-2134,2967,1921,286045,72769,"61238,521","-0,035","1,188",N
IV Q 2023,EUR,14913,-4066,-4028,-4817,3589,-477,277668,71687,"61238,521","-0,079","1,171",N
I Q 2022,EUR,9138,529,-1349,-1463,1496,2025,196363,53531,"60000,000","-0,024","0,892",N
II Q 2022,EUR,23229,4642,2620,2038,2854,7496,202255,54121,"60000,000","0,034","0,902",N
III Q 2022,EUR,35419,9736,7345,6040,2975,12711,206268,58170,"60000,000","0,101","0,970",N
IV Q 2022,EUR,27351,2081,111,-305,1624,3705,253806,70672,"60000,000","-0,005","1,178",N
I Q 2021,EUR,4570,-1476,-3050,-3130,1646,170,171754,43921,"60000,000","-0,052","0,732",N
II Q 2021,EUR,9855,968,-566,-834,3020,3988,177218,51768,"60000,000","-0,014","0,863",N
III Q 2021,EUR,10200,416,-1073,-1435,4020,4436,175074,50603,"60000,000","-0,024","0,843",N
IV Q 2021,EUR,11734,-621,-1239,-991,1984,1363,196618,51688,"60000,000","-0,017","0,861",N
I Q 2020,EUR,5316,-82,-1846,-1688,1278,1196,127056,33600,"50000,000","-0,034","0,672",N
II Q 2020,EUR,8882,1712,149,-950,2422,4134,138995,34784,"50000,000","-0,019","0,696",N
III Q 2020,EUR,8965,1105,-619,-1621,2679,3784,148646,39088,"50000,000","-0,032","0,782",N
IV Q 2020,EUR,5096,-2877,-4212,-4395,1932,-945,158904,40235,"50000,000","-0,088","0,805",N
I Q 2019,EUR,4198,93,-955,-1264,987,1080,108499,30993,"50000,000","-0,025","0,620",N
II Q 2019,EUR,7941,1523,626,228,1992,3515,114872,31657,"50000,000","0,005","0,633",N
III Q 2019,EUR,10267,734,3365,2995,2354,3088,131413,34846,"50000,000","0,060","0,697",N
IV Q 2019,EUR,7749,-1203,-2047,-2622,1463,260,137018,37926,"50000,000","-0,052","0,759",N
I Q 2018,EUR,3714,180,2033,1896,845,1025,100362,29260,"50000,000","0,038","0,585",N
II Q 2018,EUR,6753,1470,177,-146,1915,3385,106941,27996,"50000,000","-0,003","0,560",N
III Q 2018,EUR,6174,1372,1543,1238,1910,3282,106596,29692,"50000,000","0,025","0,594",N
IV Q 2018,EUR,3616,-383,-1818,-2365,931,548,106348,29819,"50000,000","-0,047","0,596",N
I Q 2017,EUR,2786,264,-219,-304,809,1073,85352,24049,"50000,000","-0,006","0,481",N
II Q 2017,EUR,5245,1223,675,397,1896,3119,86658,24935,"50000,000","0,008","0,499",N
III Q 2017,EUR,4909,1230,883,624,1911,3141,87334,26853,"50000,000","0,012","0,537",N
IV Q 2017,EUR,4279,-389,-956,-1468,944,555,89692,26001,"50000,000","-0,029","0,520",N
I Q 2016,EUR,1984,-99,-1318,-1378,791,692,89065,26732,"50000,000","-0,028","0,535",N
II Q 2016,EUR,4530,965,199,329,1822,2787,90704,27795,"50000,000","0,007","0,556",N
III Q 2016,EUR,4595,904,211,179,1841,2745,89941,28210,"50000,000","0,004","0,564",N
IV Q 2016,EUR,1981,-481,-1087,-1791,810,329,87125,24179,"50000,000","-0,036","0,484",N
I Q 2015,EUR,2168,-261,-1225,-1082,792,531,92726,26317,"50000,000","-0,022","0,526",N
II Q 2015,EUR,4298,885,1552,1394,1760,2645,91760,28952,"50000,000","0,028","0,579",N
III Q 2015,EUR,4302,831,-193,-269,1766,2597,90785,28734,"50000,000","-0,005","0,575",N
IV Q 2015,EUR,2553,-236,-944,-1778,725,489,89953,28388,"50000,000","-0,036","0,568",N
I Q 2014,EUR,1830,-470,-1800,-1796,672,202,89954,24204,"50000,000","-0,036","0,484",N
II Q 2014,EUR,4537,1028,-608,-2489,1537,2565,90938,23896,"50000,000","-0,050","0,478",N
III Q 2014,EUR,3903,757,-238,-256,1540,2297,88321,22675,"50000,000","-0,005","0,454",N
IV Q 2014,EUR,1490,-2239,-2355,-2297,671,-1568,93542,28039,"50000,000","-0,046","0,561",N
I Q 2013,EUR,1673,-2473,-2985,-2933,844,-1629,111211,10638,"23000,000","-0,128","0,463",N
II Q 2013,EUR,4394,904,-91,-249,1620,2524,105763,34715,"50000,000","-0,005","0,694",N
III Q 2013,EUR,5131,-415,-1044,-1070,1714,1299,98688,29655,"50000,000","-0,021","0,593",N
IV Q 2013,EUR,2678,460,-599,-759,660,1120,90660,26580,"50000,000","-0,015","0,532",N
I Q 2012,EUR,2793,-779,-2646,-1984,645,-134,103108,11260,"23000,000","-0,086","0,490",N
II Q 2012,EUR,4714,98,-1731,-2077,1445,1543,0,0,"23000,000","-0,090","0,000",N
III Q 2012,EUR,6375,-3236,-12029,-9166,1817,-1419,107881,8763,"23000,000","-0,399","0,381",N
IV Q 2012,EUR,2287,-1095,3978,2428,796,-299,115138,14354,"23000,000","0,106","0,624",N
IV Q 2010,EUR,0,0,0,0,0,0,98744,14478,"23000,000","0,000","0,629",N
IV Q 2011,EUR,0,0,0,0,0,0,102335,12095,"23000,000","0,000","0,526",N
