kwartał,waluta,Przychody netto ze sprzedaży (tys.),Zysk (strata) z działal. oper. (tys.),Zysk (strata) brutto (tys.),Zysk (strata) netto (tys.)*,Amortyzacja (tys.) ,EBITDA (tys.),Aktywa (tys.),Kapitał własny (tys.)*,Liczba akcji (tys. szt.),Zysk na akcję (zł),Wartość księgowa na akcję (zł),Raport zbadany przez audytora 
IV Q 2022,PLN,1155,218,-2265,-4494,93,311,77263,51559,"42786,848","-0,105","1,205",N
I Q 2023,PLN,9,-402,-265,134,97,-305,76774,51691,"42786,848","0,003","1,208",N
II Q 2023,PLN,2,-417,-714,-795,100,-317,75652,50780,"42786,848","-0,019","1,187",N
III Q 2023,PLN,1,-287,-201,-175,98,-189,75384,51079,"42786,848","-0,004","1,194",N
IV Q 2021,PLN,511,13,-4397,-2199,187,200,79980,56198,"42786,848","-0,051","1,313",N
I Q 2022,PLN,133,-169,-572,-501,95,-74,84320,57564,"42786,848","-0,012","1,345",N
II Q 2022,PLN,-176,-420,-352,-1161,100,-320,88741,61462,"42786,848","-0,027","1,436",N
III Q 2022,PLN,0,-328,-380,1369,98,-230,88348,61115,"42786,848","0,032","1,428",N
IV Q 2020,PLN,494,43,-417,-1451,2,45,85593,59896,"42786,848","-0,034","1,400",N
I Q 2021,PLN,0,-391,-288,-208,2,-389,85938,59688,"42786,848","-0,005","1,395",N
II Q 2021,PLN,0,-275,-1491,-1046,2,-273,85534,58642,"42786,848","-0,024","1,371",N
III Q 2021,PLN,0,-149,-304,-245,1,-148,84296,58397,"42786,848","-0,006","1,365",N
IV Q 2019,PLN,685,259,188,269,3,262,77738,62144,"42786,848","0,006","1,452",N
I Q 2020,PLN,2558,2310,2499,2064,2,2312,80717,65113,"42786,848","0,048","1,522",N
II Q 2020,PLN,-2557,-2748,-2522,-2186,3,-2745,80150,62927,"42786,848","-0,051","1,471",N
III Q 2020,PLN,-12,-677,-576,-675,2,-675,82484,62252,"42786,848","-0,016","1,455",N
IV Q 2018,PLN,-9342,-9839,-5558,-4543,2,-9837,76696,64766,"42786,848","-0,106","1,514",N
I Q 2019,PLN,1591,1200,832,584,2,1202,77591,65350,"42786,848","0,014","1,527",N
II Q 2019,PLN,-5278,-5381,-3816,-3144,3,-5378,75193,62206,"42786,848","-0,073","1,454",N
III Q 2019,PLN,24,-194,-338,-331,2,-192,76204,61875,"42786,848","-0,008","1,446",N
IV Q 2017,PLN,1662,2001,-535,-1095,3,2004,81762,64544,"42786,848","-0,026","1,509",N
I Q 2018,PLN,1698,1243,1669,1158,3,1246,85352,67477,"42786,848","0,027","1,577",N
II Q 2018,PLN,3638,3241,2236,2623,3,3244,85464,68325,"42786,848","0,061","1,597",N
III Q 2018,PLN,2298,1909,1229,984,4,1913,86929,69309,"42786,848","0,023","1,620",N
IV Q 2016,PLN,3373,3105,1322,1007,4,3109,78192,63860,"42786,848","0,024","1,493",N
I Q 2017,PLN,1363,964,-154,-194,3,967,78489,63604,"42786,848","-0,005","1,487",N
II Q 2017,PLN,1748,1464,966,738,4,1468,79759,64139,"42786,848","0,017","1,499",N
III Q 2017,PLN,1562,1245,846,711,4,1249,81435,65047,"42786,848","0,017","1,520",N
IV Q 2015,PLN,3799,2528,2543,2186,10,2538,64679,61309,"42786,848","0,051","1,433",N
I Q 2016,PLN,510,0,5,-91,10,10,66105,63018,"42786,848","-0,002","1,473",N
II Q 2016,PLN,43,-179,359,293,8,-171,76863,63664,"42786,848","0,007","1,488",N
III Q 2016,PLN,432,-60,517,379,4,-56,78145,63987,"42786,848","0,009","1,495",N
IV Q 2014,PLN,4779,3636,3371,2211,11,3647,72690,59839,"42786,848","0,052","1,399",N
I Q 2015,PLN,514,-55,-66,-162,13,-42,75797,59397,"42786,848","-0,004","1,388",N
II Q 2015,PLN,16,-335,-273,-171,11,-324,76793,59559,"42786,848","-0,004","1,392",N
III Q 2015,PLN,2369,1473,1485,1075,11,1484,72270,60468,"42786,848","0,025","1,413",N
IV Q 2013,PLN,-7742,-8035,-8366,-7594,24,-8011,64575,57815,"42786,848","-0,177","1,351",N
I Q 2014,PLN,702,-461,-338,-495,24,-437,67857,57320,"42786,848","-0,012","1,340",N
II Q 2014,PLN,588,-155,-209,-207,24,-131,72627,58005,"42786,848","-0,005","1,356",N
III Q 2014,PLN,483,52,126,7,15,67,74378,58012,"42786,848","0,000","1,356",N
IV Q 2012,PLN,1391,565,446,136,51,616,71405,64683,"42786,848","0,003","1,512",N
I Q 2013,PLN,968,135,118,67,27,162,70833,64824,"42786,848","0,002","1,515",N
II Q 2013,PLN,1333,634,809,731,23,657,71465,65297,"42786,848","0,017","1,526",N
III Q 2013,PLN,952,191,-1,76,24,215,72458,65480,"42786,848","0,002","1,530",N
IV Q 2011,PLN,57995,56435,56588,55193,3,56438,507075,484840,"125843,667","0,439","3,853",N
I Q 2012,PLN,7669,6171,6188,4763,3,6174,505890,487997,"125843,667","0,038","3,878",N
II Q 2012,PLN,6249,4081,4025,3795,3,4084,379691,369702,"125843,667","0,030","2,938",N
III Q 2012,PLN,12585,11773,11689,11369,0,11773,0,0,"42786,848","0,266","0,000",N
IV Q 2010,PLN,16419,15222,6314,3243,112,15334,1083459,375574,"125843,667","0,026","2,984",N
I Q 2011,PLN,13877,11336,6984,3555,113,11449,1101575,382523,"125843,667","0,028","3,040",N
II Q 2011,PLN,14217,12110,8052,4772,113,12223,1096168,388916,"125843,667","0,038","3,090",N
III Q 2011,PLN,90521,80935,67584,68001,59,80994,0,0,"125843,667","0,540","0,000",N
IV Q 2009,PLN,-120419,-120412,-126150,-65965,44,-120368,1129080,367084,"125843,667","-0,524","2,917",N
I Q 2010,PLN,14740,17559,12523,6043,116,17675,1075617,367669,"125843,667","0,048","2,922",N
II Q 2010,PLN,8274,909,-3135,-4979,115,1024,1128075,380503,"125843,667","-0,040","3,024",N
III Q 2010,PLN,14158,11469,7031,3179,114,11583,0,0,"125843,667","0,025","0,000",N
IV Q 2008,PLN,45085,40091,34773,17987,46,40137,1084576,431065,"125843,667","0,143","3,425",N
I Q 2009,PLN,17822,14632,9137,4671,51,14683,1193146,471847,"125843,667","0,037","3,749",N
II Q 2009,PLN,17197,13633,7761,4472,46,13679,1279721,458246,"125843,667","0,036","3,641",N
III Q 2009,PLN,15923,13292,7516,2987,47,13339,0,0,"125843,667","0,024","0,000",N
IV Q 2007,PLN,20489,13211,13506,5878,12,13223,992483,400838,"125843,667","0,047","3,185",N
I Q 2008,PLN,14247,10416,6027,3162,15,10431,980713,404000,"125843,667","0,025","3,210",N
II Q 2008,PLN,2057,2017,-2664,-2599,21,2038,926154,376918,"125843,667","-0,021","2,995",N
III Q 2008,PLN,-68919,-83803,-87339,-43106,48,-83755,0,0,"125843,667","-0,343","0,000",N
IV Q 2006,PLN,6279,4407,3884,2390,-4,4403,273195,95110,"12035,254","0,199","7,903",N
I Q 2007,PLN,621,-311,-410,-366,8,-303,318245,94744,"12035,254","-0,030","7,872",N
II Q 2007,PLN,168,-1052,-1204,-1087,12,-1040,366459,93657,"12035,254","-0,090","7,782",N
III Q 2007,PLN,457542,456533,456417,233600,17,456550,0,0,"125843,667","1,856","0,000",N
IV Q 2005,PLN,-291,-1715,-1708,-1818,12,-1703,123397,94724,"12035,254","-0,151","7,871",N
I Q 2006,PLN,-23,-1512,456,443,21,-1491,186700,97144,"12035,254","0,037","8,072",N
II Q 2006,PLN,230,-880,-1986,-1934,16,-864,202314,93307,"12035,254","-0,161","7,753",N
III Q 2006,PLN,348,-529,-690,-587,15,-514,0,0,"12035,254","-0,049","0,000",N
IV Q 2004,PLN,0,0,0,0,0,0,124887,100825,"24070,503","0,000","4,189",N
I Q 2005,PLN,840,-273,-298,-1107,18,-255,122178,99179,"12035,254","-0,092","8,241",N
II Q 2005,PLN,498,-76,-322,1394,0,-76,0,0,"12035,254","0,116","0,000",N
III Q 2005,PLN,99,-1076,-1037,115,0,-1076,0,0,"12035,254","0,010","0,000",N
