kwartał,waluta,Przychody netto ze sprzedaży (tys.),Zysk (strata) z działal. oper. (tys.),Zysk (strata) brutto (tys.),Zysk (strata) netto (tys.)*,Amortyzacja (tys.) ,EBITDA (tys.),Aktywa (tys.),Kapitał własny (tys.)*,Liczba akcji (tys. szt.),Zysk na akcję (zł),Wartość księgowa na akcję (zł),Raport zbadany przez audytora 
IV Q 2022,PLN,45298,-22802,-15955,-16572,5082,-17720,349146,129104,"34119,105","-0,486","3,784",N
I Q 2023,PLN,33249,2971,2205,1720,4997,7968,338756,130824,"34119,105","0,050","3,834",N
II Q 2023,PLN,28630,-2292,-65860,-66139,4960,2668,280922,96438,"34119,105","-1,938","2,827",N
III Q 2023,PLN,30729,2806,-3049,-3949,4771,7577,277249,92489,"34119,105","-0,116","2,711",N
IV Q 2021,PLN,49687,550,-1795,-2418,4855,5405,349053,153778,"34119,105","-0,071","4,507",N
I Q 2022,PLN,44517,1042,296,98,4798,5840,339436,153877,"34119,105","0,003","4,510",N
II Q 2022,PLN,31407,1946,-1926,-2140,4746,6692,284937,165631,"34119,105","-0,063","4,854",N
III Q 2022,PLN,40553,2898,-5774,-6060,4945,7843,312037,159571,"34119,105","-0,178","4,677",N
IV Q 2020,PLN,39095,3708,2553,1711,4833,8541,367331,153123,"34119,105","0,050","4,488",N
I Q 2021,PLN,32953,98,-677,-423,4847,4945,350677,152699,"34119,105","-0,012","4,475",N
II Q 2021,PLN,41204,1973,2347,1979,4846,6819,346962,154679,"34119,105","0,058","4,534",N
III Q 2021,PLN,42674,3144,2047,1517,4795,7939,349125,156196,"34119,105","0,044","4,578",N
IV Q 2019,PLN,32652,-8554,-8430,-7001,5154,-3400,352939,148758,"36119,105","-0,194","4,119",N
I Q 2020,PLN,34307,4319,1632,1454,5001,9320,352066,150212,"36119,105","0,040","4,159",N
II Q 2020,PLN,38593,1020,772,569,4951,5971,356522,150781,"34119,105","0,017","4,419",N
III Q 2020,PLN,37759,1601,725,631,4850,6451,356606,151413,"34119,105","0,018","4,438",N
IV Q 2018,PLN,42212,-149,-273,98,5136,4987,391007,188755,"40769,105","0,002","4,630",N
I Q 2019,PLN,29870,2463,1377,1113,5040,7503,378831,189868,"36119,105","0,031","5,257",N
II Q 2019,PLN,31292,-1865,-2376,-1991,5345,3480,372971,187875,"36119,105","-0,055","5,202",N
III Q 2019,PLN,33462,-21318,-30129,-30947,5204,-16114,360819,156928,"36119,105","-0,857","4,345",N
IV Q 2017,PLN,33144,-757,-6174,-4263,5126,4369,394583,212448,"0,000",,,N
I Q 2018,PLN,28888,3702,2646,2046,5230,8932,386786,214494,"0,000",,,N
