kwartał,waluta,Przychody netto ze sprzedaży (tys.),Zysk (strata) z działal. oper. (tys.),Zysk (strata) brutto (tys.),Zysk (strata) netto (tys.)*,Amortyzacja (tys.) ,EBITDA (tys.),Aktywa (tys.),Kapitał własny (tys.)*,Liczba akcji (tys. szt.),Zysk na akcję (zł),Wartość księgowa na akcję (zł),Raport zbadany przez audytora 
IV Q 2022,PLN,7006,-6510,-8882,-10387,-2,-6512,85474,49614,"1560,750","-6,655","31,789",N
I Q 2023,PLN,3755,1257,468,759,87,1344,86247,50387,"1560,750","0,486","32,284",N
II Q 2023,PLN,1791,-1955,-2816,-2710,231,-1724,79400,47677,"1560,750","-1,736","30,548",N
III Q 2023,PLN,215,-449,-968,-1113,-1221,-1670,82834,46565,"1560,750","-0,713","29,835",N
IV Q 2021,PLN,23042,-292,-1326,-1156,317,25,103778,59849,"1560,750","-0,741","38,346",N
I Q 2022,PLN,1884,-276,-2162,-2085,358,82,103863,57764,"1560,750","-1,336","37,011",N
II Q 2022,PLN,14067,3506,3879,3168,-63,3443,102995,58908,"1560,750","2,030","37,744",N
III Q 2022,PLN,3606,-470,-1494,-931,738,268,100558,60001,"1560,750","-0,597","38,444",N
IV Q 2020,PLN,9414,-4597,-4607,-4753,208,-4389,115640,58342,"1560,750","-3,045","37,381",N
I Q 2021,PLN,16818,1429,818,532,252,1681,107296,58874,"1560,750","0,341","37,721",N
II Q 2021,PLN,10440,2207,1636,2013,228,2435,109512,62132,"1560,750","1,290","39,809",N
III Q 2021,PLN,-278,-943,-1569,-1127,306,-637,112429,61005,"1560,750","-0,722","39,087",N
IV Q 2019,PLN,13352,466,-184,-278,212,678,110981,65682,"1560,750","-0,178","42,084",N
I Q 2020,PLN,892,-1390,-1955,-1624,225,-1165,106299,64058,"1560,750","-1,040","41,043",N
II Q 2020,PLN,195,-758,-1432,-1430,187,-571,108910,62628,"1560,750","-0,916","40,127",N
III Q 2020,PLN,8888,1325,671,481,206,1531,113199,63110,"1560,750","0,308","40,436",N
IV Q 2018,PLN,6013,-1867,-2633,-1939,81,-1786,99110,62114,"1560,750","-1,242","39,798",N
I Q 2019,PLN,615,-628,-698,-894,150,-478,102351,61134,"1560,750","-0,573","39,170",N
II Q 2019,PLN,4835,485,-75,70,186,671,102655,59644,"1560,750","0,045","38,215",N
III Q 2019,PLN,20157,8294,7681,6422,177,8471,110790,66064,"1560,750","4,115","42,329",N
IV Q 2017,PLN,0,0,0,0,0,0,126689,58056,"1060,750","0,000","54,731",N
I Q 2018,PLN,12687,1088,994,588,133,1221,99983,58649,"1560,750","0,377","37,577",N
II Q 2018,PLN,18407,6944,6135,4874,52,6996,106154,63482,"1560,750","3,123","40,674",N
III Q 2018,PLN,6163,1617,807,621,81,1698,105234,64033,"1560,750","0,398","41,027",N
I Q 2017,PLN,4261,1907,1526,1390,129,2036,55380,23196,"1060,750","1,310","21,868",N
II Q 2017,PLN,416,-565,-951,-769,23,-542,54629,24191,"1060,750","-0,725","22,805",N
III Q 2017,PLN,1549,-1365,11434,9507,55,-1310,72278,33698,"1060,750","8,963","31,768",N
IV Q 2017,PLN,2018,-186,-1082,-873,64,-122,87278,32967,"1060,750","-0,823","31,079",N
I Q 2016,PLN,0,-63,-63,-63,0,-63,10496,6586,"1060,750","-0,060","6,209",N
I Q 2016,PLN,5,-247,-250,-239,1,-246,24828,5975,"1060,750","-0,225","5,633",N
II Q 2016,PLN,4081,3481,3575,3074,39,3520,43196,18844,"1060,750","2,898","17,765",N
III Q 2016,PLN,3002,1144,1059,966,89,1233,38819,19805,"1060,750","0,910","18,671",N
I Q 2015,PLN,17,-439,-438,-438,0,-439,3835,1925,"1060,750","-0,413","1,814",N
II Q 2015,PLN,5,-404,-404,-404,0,-404,3142,1521,"1060,750","-0,381","1,433",N
III Q 2015,PLN,0,-1,92,92,0,-1,3840,1613,"1060,750","0,087","1,520",N
