kwartał,waluta,Przychody netto ze sprzedaży (tys.),Zysk (strata) z działal. oper. (tys.),Zysk (strata) brutto (tys.),Zysk (strata) netto (tys.)*,Amortyzacja (tys.) ,EBITDA (tys.),Aktywa (tys.),Kapitał własny (tys.)*,Liczba akcji (tys. szt.),Zysk na akcję (zł),Wartość księgowa na akcję (zł),Raport zbadany przez audytora 
III Q 2021,PLN,0,-48780,-71775,-71777,0,-48780,62130,-228025,"5978,260","-12,006","-38,142",N
IV Q 2021,PLN,0,-126,-3851,-3873,0,-126,62146,-231852,"5978,260","-0,648","-38,783",N
I Q 2022,PLN,0,-103,-3921,-3921,0,-103,60549,-235851,"5978,260","-0,656","-39,451",N
II Q 2022,PLN,0,-116,-6139,-6139,0,-116,60523,-242034,"5978,260","-1,027","-40,486",N
III Q 2020,PLN,39,-47,-2892,-2892,0,-47,60460,-140807,"5978,260","-0,484","-23,553",N
IV Q 2020,PLN,0,-2831,-8417,-8417,0,-2831,62202,-149339,"5978,260","-1,408","-24,980",N
I Q 2021,PLN,0,-521,-4697,-4697,0,-521,62101,-153211,"5978,260","-0,786","-25,628",N
II Q 2021,PLN,0,-339,-3041,-3041,0,-339,62167,-156086,"5978,260","-0,509","-26,109",N
III Q 2019,PLN,22605,1503,-367,-267,2792,4295,201936,21254,"5978,260","-0,045","3,555",N
IV Q 2019,PLN,33155,-34398,-51500,-51500,4369,-30029,256911,-30243,"5978,260","-8,615","-5,059",N
I Q 2020,PLN,19614,-2355,-26784,-27329,3085,730,61035,-60596,"5978,260","-4,571","-10,136",N
II Q 2020,PLN,44,-57339,-77341,-77341,0,-57339,60758,-137834,"5978,260","-12,937","-23,056",N
III Q 2018,PLN,18674,273,86,-30,971,1244,94227,68775,"5978,260","-0,005","11,504",N
IV Q 2018,PLN,27247,-25270,-38268,-39363,706,-24564,127800,27903,"5978,260","-6,584","4,667",N
I Q 2019,PLN,18364,-4249,-5272,-4834,2854,-1395,158111,23035,"5978,260","-0,809","3,853",N
II Q 2019,PLN,20019,-106,-785,-1341,2945,2839,159819,21625,"5978,260","-0,224","3,617",N
III Q 2017,PLN,16353,-451,-669,-1055,449,-2,90433,82872,"5978,260","-0,177","13,862",N
IV Q 2017,PLN,22374,-5716,-9471,-9432,610,-5106,95232,73439,"5978,260","-1,578","12,284",N
I Q 2018,PLN,15333,-840,-990,-905,457,-383,91424,72567,"5978,260","-0,151","12,138",N
II Q 2018,PLN,16519,-1806,-3327,-3464,516,-1290,92711,69103,"5978,260","-0,579","11,559",N
III Q 2016,PLN,206640,6704,6461,6041,544,7248,130909,81527,"5978,260","1,010","13,637",N
IV Q 2016,PLN,126043,4115,3622,3151,482,4597,95741,84541,"5978,260","0,527","14,141",N
I Q 2017,PLN,35957,675,566,379,599,1274,94129,85029,"5978,260","0,063","14,223",N
II Q 2017,PLN,14678,-581,-593,-597,479,-102,90791,83996,"5978,260","-0,100","14,050",N
III Q 2015,PLN,139551,4702,4373,4209,286,4988,88964,58935,"5978,260","0,704","9,858",N
IV Q 2015,PLN,162324,4448,4102,3922,352,4800,99147,62858,"5978,260","0,656","10,514",N
I Q 2016,PLN,164680,6315,6101,6060,379,6694,113222,68410,"5978,260","1,014","11,443",N
II Q 2016,PLN,186369,8254,7528,7076,392,8646,123181,75486,"5978,260","1,184","12,627",N
III Q 2014,PLN,107327,3729,3560,3470,233,3962,58877,39524,"5978,260","0,580","6,611",N
IV Q 2014,PLN,118417,5498,4894,4593,226,5724,80435,45038,"5978,260","0,768","7,534",N
I Q 2015,PLN,125011,4440,4504,4469,268,4708,88131,49507,"5978,260","0,748","8,281",N
II Q 2015,PLN,140247,5979,5351,5219,303,6282,94755,54726,"5978,260","0,873","9,154",N
III Q 2013,PLN,103955,3361,3244,3256,119,3480,45614,31567,"5978,260","0,545","5,280",N
IV Q 2013,PLN,45504,1082,346,362,155,1237,40073,31868,"5978,260","0,060","5,331",N
I Q 2014,PLN,67250,2808,2460,2013,179,2987,58722,33881,"5978,260","0,337","5,667",N
II Q 2014,PLN,99969,3118,2897,2500,223,3341,63952,36053,"5978,260","0,418","6,031",N
III Q 2012,PLN,47372,1087,1001,919,119,1206,40657,24219,"5978,260","0,154","4,051",N
IV Q 2012,PLN,50429,631,302,-61,120,751,38480,24329,"5978,260","-0,010","4,070",N
I Q 2013,PLN,59549,2282,1995,1833,114,2396,54251,26162,"5978,260","0,307","4,376",N
II Q 2013,PLN,70386,0,2168,2149,112,112,48636,28311,"5978,260","0,359","4,736",N
IV Q 2011,PLN,51419,0,1425,963,0,0,25563,18090,"5978,260","0,161","3,026",N
I Q 2012,PLN,57412,0,361,297,130,130,37905,20762,"5978,260","0,050","3,473",N
II Q 2012,PLN,73974,0,2623,2538,97,97,42424,23300,"5978,260","0,425","3,897",N
