kwartał,waluta,Przychody netto ze sprzedaży (tys.),Zysk (strata) z działal. oper. (tys.),Zysk (strata) brutto (tys.),Zysk (strata) netto (tys.)*,Amortyzacja (tys.) ,EBITDA (tys.),Aktywa (tys.),Kapitał własny (tys.)*,Liczba akcji (tys. szt.),Zysk na akcję (zł),Wartość księgowa na akcję (zł),Raport zbadany przez audytora 
IV Q 2016,PLN,58,-8945,-19535,-22377,10,-8935,679667,-345774,"15121,280","-1,480","-22,867",N
I Q 2017,PLN,20,-5495,17243,-1203,2,-5493,657617,-338073,"15121,280","-0,080","-22,357",N
II Q 2017,PLN,0,-5902,-47671,2891,8,-5894,590624,-334766,"15121,280","0,191","-22,139",N
III Q 2017,PLN,0,-5609,-51454,-37458,3,-5606,556876,-374355,"15121,280","-2,477","-24,757",N
IV Q 2015,PLN,143,-6499,-179508,-134057,12,-6487,617478,-266171,"15121,280","-8,865","-17,602",N
I Q 2016,PLN,1,-6111,-26919,-22032,5,-6106,586774,-292419,"15121,280","-1,457","-19,338",N
II Q 2016,PLN,96,-20179,-12741,-19240,5,-20174,639193,-307037,"15121,280","-1,272","-20,305",N
III Q 2016,PLN,76,-5981,-13975,-14758,5,-5976,612693,-321873,"15121,280","-0,976","-21,286",N
IV Q 2014,PLN,6,-9800,-145082,-147244,22,-9778,987600,150502,"15121,280","-9,738","9,953",N
I Q 2015,PLN,1,-7366,-22141,-20207,11,-7355,1064279,147051,"15121,280","-1,336","9,725",N
II Q 2015,PLN,0,-8592,-19401,-16355,22,-8570,1038573,119085,"15121,280","-1,082","7,875",N
III Q 2015,PLN,1,-1711,-226007,-119096,18,-1693,785036,-101973,"15121,280","-7,876","-6,744",N
IV Q 2013,PLN,13,-9408,-150130,-160163,91,-9317,1100531,406650,"15121,280","-10,592","26,893",N
I Q 2014,PLN,1,-9596,-86206,-54118,85,-9511,952173,261957,"15121,280","-3,579","17,324",N
II Q 2014,PLN,2,-8867,-24363,-17186,69,-8798,976577,272455,"15121,280","-1,137","18,018",N
III Q 2014,PLN,1,-11100,-22515,-23855,42,-11058,1040327,271695,"15121,280","-1,578","17,968",N
IV Q 2012,PLN,-10,-15784,-39509,-39167,581,-15203,1334166,658454,"13230,557","-2,960","49,768",N
I Q 2013,PLN,57,-26272,-22788,-23615,134,-26138,1400418,666558,"14293,037","-1,652","46,635",N
II Q 2013,PLN,7,-10280,-46568,-37546,127,-10153,1375789,651000,"15121,280","-2,483","43,052",N
III Q 2013,PLN,8,-10338,-27972,-23041,105,-10233,1297886,591814,"15121,280","-1,524","39,138",N
IV Q 2011,PLN,-92889,4582,-65011,-72719,902,5484,1515640,763806,"8034,598","-9,051","95,065",N
I Q 2012,PLN,589,-15128,-27894,-24617,890,-14238,1544723,812595,"8034,598","-3,064","101,137",N
II Q 2012,PLN,-433,-5796,-6131,-20608,-568,-6364,1642477,855966,"8034,598","-2,565","106,535",N
III Q 2012,PLN,1,-17690,-17293,-18952,2249,-15441,1517343,796639,"11893,537","-1,593","66,981",N
IV Q 2010,PLN,42266,-51732,-65261,-59241,1160,-50572,1184959,522473,"3157,354","-18,763","165,478",N
I Q 2011,PLN,19218,-23045,-23576,-22466,906,-22139,1156922,528265,"3768,537","-5,961","140,178",N
II Q 2011,PLN,33549,-7413,-18011,-16628,888,-6525,1167024,560999,"4092,243","-4,063","137,088",N
III Q 2011,PLN,40252,-15517,-36172,-30666,856,-14661,0,0,"5534,603","-5,541","0,000",N
IV Q 2009,PLN,20594,-18509,-94145,-96806,1565,-16944,997587,222618,"1345,412","-71,953","165,465",N
I Q 2010,PLN,25477,-14467,-57879,-57560,1077,-13390,1024686,364202,"1804,407","-31,900","201,840",N
II Q 2010,PLN,32307,-14777,-30940,-28764,1048,-13729,1320611,566568,"1804,407","-15,941","313,991",N
III Q 2010,PLN,49907,-9528,-5018,-3048,839,-8689,0,0,"258,104","-11,809","0,000",N
IV Q 2008,PLN,83379,-53946,-267494,-268513,1048,-52898,1388314,391270,"396,756","-676,771","986,173",N
I Q 2009,PLN,18682,-30743,-138060,-104521,1068,-29675,1261998,233682,"756,776","-138,114","308,786",N
II Q 2009,PLN,15111,-108218,-168564,-178591,880,-107338,1189954,149097,"802,401","-222,571","185,814",N
